가맹점 번호,예시
1061622735,0
8328800458,0
8213800230,0
7323800060,0
6210908442,0
6094143740,0
6042737228,0
5388601449,0
5050686785,0
4204500414,0
3832200168,0
3558801299,0
3220500638,0
4455500260,0
8932300532,0
